Description,folio
"it becomes as hard as you fancy <del><fr>u</fr></del>, adding to it a",133r
"it becomes as hard as you fancy <del><fr>u</fr></del>, adding to it a",133r
"have uncovered the rest of the body, in order that the stripped body, as",133v
"<tl>molds</tl> for <m>silver</m> as well as for <m>gold</m>, for it",134r
"<tl>molds</tl> for <m>silver</m> as well as for <m>gold</m>, for it",134r
"<m>Verdigris</m> &amp; <m>sal ammoniac</m>, <ms>as much of one as the",134v
"<m>Verdigris</m> &amp; <m>sal ammoniac</m>, <ms>as much of one as the",134v
"other</ms>, <m>borax</m> &amp; <m>saltpeter</m>, <ms>as much of one as",134v
"other</ms>, <m>borax</m> &amp; <m>saltpeter</m>, <ms>as much of one as",134v
"<ms>half of the others</ms>, that is to say, as much together as the",134v
"<ms>half of the others</ms>, that is to say, as much together as the",134v
as many small spangles as you need. Take some of this <m><bp>phlegm,134v
as many small spangles as you need. Take some of this <m><bp>phlegm,134v
"<m>Verdigris</m> &amp; <m>sal ammoniac</m>, <ms>as much of one as the",135r
"<m>Verdigris</m> &amp; <m>sal ammoniac</m>, <ms>as much of one as the",135r
"other</ms>, &amp; <ms>as much as a <pa>bean</pa></ms> of",135r
"other</ms>, &amp; <ms>as much as a <pa>bean</pa></ms> of",135r
"this way. And as much as the molded thing will be small, it is also necessary",135r
"this way. And as much as the molded thing will be small, it is also necessary",135r
"Take <pa>vine</pa> leaves to mold as they are in growth, likewise with",135r
"as you know, &amp; <del><fr>gec</fr></del> make the gate thin &amp; with",135r
brittle &amp; take on a crust. And as long as it makes,135v
brittle &amp; take on a crust. And as long as it makes,135v
"swirling fumes as you blow thus, it means that is not soft",135v
"when you blow, as if it had cooled. But if it does not make this sign,",135v
"to heat it well, and as you think it is hot enough, throw in on top, in",135v
"composed, as said before, of <m>verdet</m>, <m>saltpeter</m>,",135v
"<add><m><la>sol</la></m></add><comment rid=""c_136r_02""/> on <m>latten</m>, as one does small",136r
"<del><fr>Mai</fr></del> Also, it could be made wide, as much as can",136r
"<del><fr>Mai</fr></del> Also, it could be made wide, as much as can",136r
"contain a lot of <m>calamine</m>. However, as they are thin, the",136v
"<m>calamine</m> ex<add>h</add>ales out when melting them, as it does in",136v
fumes as much. If it is in a <tl>frame</tl> which does not break,136v
silver</m> and <add>like a mirror</add>. I cast it in the same <m>sand</m> as,137r
"ammoniac water</m>, as <m><de>spat</de><comment rid=""c_108r_02""/> from <pl>Germany</pl></m>, &amp; it is",138r
"in the hole of the gate</sn>. As for <m>lead</m>, one melts it in a",139r
"are ready to cast, they ought not to forget to throw inside, as well,",139r
<ms>as much as a <pa>bean</pa></ms> of <m>looking-glass tin</m> for each,139r
<ms>as much as a <pa>bean</pa></ms> of <m>looking-glass tin</m> for each,139r
"When the medal is thick, one is not compelled to cast as hot as when it",139r
"When the medal is thick, one is not compelled to cast as hot as when it",139r
"<m>tin</m>, &amp; as soon as it is melted, cast between two",139r
"<m>tin</m>, &amp; as soon as it is melted, cast between two",139r
than anything else because it is firmer &amp; does not leave as much,139v
"<m>filth</m>, as much as you need to mold the animal that you propose,",139v
"<m>filth</m>, as much as you need to mold the animal that you propose,",139v
"&amp; no more, and <ms>half</ms> as much <m>charcoal, <tl>pestled</tl> &amp;",139v
"seen as well. Therefore, put your <m>wax</m> to melt in the charcoal fire. And when it will be well melted &amp; liquid, take, for a",139v
"<ms><tl>bowl with handles</tl></ms> full of <m>melted wax</m>, as much",139v
<m>sulfur</m> <del><fr>la</fr></del> <ms>as a large,139v
"<tl>little stick</tl>, &amp; let it finish its bubbling, &amp; when it is as",139v
"liquid as <m>water</m>, throw it in the <m>wax</m> that you have removed",139v
"goes</del></corr>. And as it will be well incorporated, take heed if",139v
"charcoal</m> remains there as <m>ash</m>, by opening the <tl>mold</tl>",139v
three times until your <tl>mold</tl> is full. As for the <tl>mold which,140r
"is of <m>white plaster</m></tl>, pulverized &amp; reheated as for",140r
"as long</tmp> in <sn><m>water <add>so</add> hot</m>, that, at",140r
in such a state of heat as has been said. And neither the first,140r
"</figure> gate twice as large as for other <tl>molds</tl>. And if, in",140r
"</figure> gate twice as large as for other <tl>molds</tl>. And if, in",140r
<m>wax</m> is very soft &amp; amiable &amp; pliant as,140r
"<tl>brazier</tl>, as you know. Mold in it what you want &amp; let dry,",140v
"as the aforesaid, &amp; in drying out, it will shrink &amp; consequently the",140v
"<m>bread</m> to dry, if you want to mold as big as it is. But if you",140v
"<m>bread</m> to dry, if you want to mold as big as it is. But if you",140v
&amp; become more slender &amp; do not have as much body. If also they,141r
"it. As for animals that have hair or feathers, it is necessary that you",141r
"<ab margin=""left-middle"">It can be molded hollow as for the body,",141r
"little <m>salt</m>, in order that they become very red, &amp; take this as",141r
"as you like. As for the small legs, extend them on the <m>clay</m>",141v
"as you like. As for the small legs, extend them on the <m>clay</m>",141v
"little <m>yellow ocher</m>. As in this &amp; all other things, have",141v
<ab>are not uncovered as much. But because the <al>crayfish</al> is,142r
"awkward to burn &amp; clean, one needs to uncover as much as one can,",142r
"awkward to burn &amp; clean, one needs to uncover as much as one can,",142r
"detached, attach it with <m>wax</m>, as said. And attach also the horns",142r
"your <al>crayfish</al> on one side, only delay making the seond cast as little you can, for <del><fr>el</fr></del> <al>crayfish</al> dry",142r
"Make all around them, as you see, a gate of <m>wax</m>, &amp; at the end",142r
<tl>molds</tl>. And do not make as much fire where the <tl>mold</tl> is,142v
thin as in the place where it is thick.<hr/></ab>,142v
You can reheat your <tl>mold</tl> as soon as the <m><tl>lute</tl></m> is,142v
You can reheat your <tl>mold</tl> as soon as the <m><tl>lute</tl></m> is,142v
"some <m>vinegar</m> mixed with <m>eau-de-vie</m> or <m><bp>urine</bp></m>, as for",143r
"<m>vinegar</m> mixed with a little <m>eau-de-vie</m> or <m><bp>urine</bp></m>, as",143r
"<tmp>winter</tmp>, with their eyes closed &amp; are as dead, being",143r
One ought not to mold them as soon as they are dead because they are still too,143r
One ought not to mold them as soon as they are dead because they are still too,143r
fold their legs as you wish.</ab>,143r
"include as much of the edge of this, which is close to the gate, as",143r
"include as much of the edge of this, which is close to the gate, as",143r
"in <m>vinegar</m> &amp; <m><bp>urine</bp></m>, as said, let it dry well. And",144r
"shaped the head with a <tl>strong point</tl>, as with other animals,",144r
"millet</pa></m> in each eye with <tl>pincers</tl>, because as soon as",144r
"millet</pa></m> in each eye with <tl>pincers</tl>, because as soon as",144r
they are dead the eyes are burst and putrid. You can do this as well,144r
"<del>the</del> back of the <al>turtle</al>, as you see, &amp; at the",144v
"<al>turtle</al> to its <tl>slab</tl> as it was, &amp; secure its two",144v
"<del>If</del>, for it is brittle &amp; does not release as neatly &amp;",145r
"imprints there the principal;<comment rid=""c_137r_03""/> the other is scaly on the inside, as it",145r
"flowers are not laid on top but as in air, without touching on any side",145v
"cleave with it the <tl><m>clay</m> closure</tl>, as you see, &amp;",146r
<del><fr>d</fr></del> choose a <tl>bowl</tl> big enough to temper in it as,146r
much <m>sand</m> as it takes to fill your <tl>mold</tl>. Put in a little <m>sal,146r
<env>water</env></al> do not have ones as deep as <al>those of the,146v
<env>water</env></al> do not have ones as deep as <al>those of the,146v
"its belly, one needs to divide in three, as you see. That is to say, you",146v
"a little thick, &amp; temper with <m>hot water</m> as before. Having set,",146v
"that cannot release, as is said. And if some part is taken away or let",146v
"<tl>circle</tl> around &amp; cast with <m>hot water</m>, as before,",147r
"pull the one which will present itself as the easiest, for one needs to",147r
"<m>iron</m></tl>, as with others, in order that the core for molding",147r
figures &amp; thin as <m>paper</m>. I have cast very hot in the,147v
"which make <m>silver</m> run, &amp; have made as if I had wanted to",147v
"<ab>come out as clear as I wanted, I reheated it again, let it cool,",148r
"<ab>come out as clear as I wanted, I reheated it again, let it cool,",148r
"<ab>Having cleaned it well, as is said, &amp; <tl>scratch-brushed</tl> it",148r
"carefully all the joints, as much as above &amp; below as on the sides,",148v
"carefully all the joints, as much as above &amp; below as on the sides,",148v
"carefully all the joints, as much as above &amp; below as on the sides,",148v
"having not forgotten to notch the joints of the <tl>molds</tl>, as with",148v
pieces <del><fr>sem</fr></del> will open as if it were only in two,148v
"<del><ill/></del> and burn it inside, as with other animals, and it",148v
"<ab>If you want to mold any medal to serve as your pattern, &amp; at the",149r
"with <m>wax</m>, as you know, to feed the cast well.</ab>",149v
<ab>For <al>lizards</al> that are as thick as one or two,150r
<ab>For <al>lizards</al> that are as thick as one or two,150r
"<tl>table</tl>, the hole at the top, as it is marked here on the side,",150v
"reheat it as much. When opening the <tl>mold</tl>, the cast will break.",150v
"purified, that it leaves nothing inside, and flows very gently. As for",151r
the <tl>mold</tl> nearly as<lb/>,151r
much as if there were<lb/>,151r
"<al>turtle</al>, for you will use this <m>earth</m> as <m>cement</m> if",151v
"thinner than <m>paper</m>, as long as your <tl>mold</tl> is tightened",151v
"thinner than <m>paper</m>, as long as your <tl>mold</tl> is tightened",151v
"<al>turtles</al> which are not molded hollow do not have as much work,",151v
"<m>gilded</m> things, serves as a <m>varnish</m> on <m>iron</m> for",151v
"made. And for things to be molded, it must not be as thick as for",151v
"made. And for things to be molded, it must not be as thick as for",151v
"mixing it with <m><la>crocum</la></m>). Usually as well, if there is an",152v
"with <m>oil</m>, as you know, &amp; then rubbed with <m>eau-de-vie</m>,",153r
"the hollow form, cast it in <m>alloyed lead</m>, in the same form as other figures that you make very neatly. However, if it did not come",153r
"<m><pa>olive</pa> oil</m>, as you have done with others, place the",153v
second <tl>mold</tl>. And you will have your medal as thin &amp; hollow on one,153v
"side as you will want. You can have diverse <tl>rolling pins</tl>, which will",153v
<ab><m>Gold as gilding</m> goes away once the piece is reheated &amp;,154r
"it as well with a little <m>red copper</m> and, when you want to cast, a",154v
<m>melted glass</m>. It does not require as long a gate as,154v
<m>melted glass</m>. It does not require as long a gate as,154v
small branches. Put your leaf or <pa>rose</pa> as low as you can in the,155r
small branches. Put your leaf or <pa>rose</pa> as low as you can in the,155r
"as is said. And regarding the <pa>rose</pa>, you can give a thin layer",155r
"holds to it as if attached. But when it is cold, it wanders and leaves",155r
painted &amp; also inasmuch as it has weight <del>or <fr>for</fr></del>,155v
few <tl>small points</tl> which serve as <tl>nails</tl>. The leaves,155v
"<m>bread pith</m>, prepared as you know, which will mold very neatly.",156r
"therein as said, lightly &amp; several times, <add>and cleaning",156r
<m><pa>olive</pa> oil</m> to lay it down. Also take them and use them as,156v
"soon as you can after they are dead, because if you were to leave them",156v
"by fortifying the wings a little, &amp; the feet, as said.</ab>",156v
"If your <pa>sage</pa> or branch has something to repair, do as said",156v
"point</tl>, as you know, to which the <al>fly</al> attaches itself,",156v
"&amp; then the <m>wax</m>, while melting, serves as a gate for the",156v
"with <m><al>fish</al> glue</m>, prepared as put below. And before, heat",156v
hollow out as finely as they please the two halves cast in <m>gold</m>,157r
hollow out as finely as they please the two halves cast in <m>gold</m>,157r
&amp; go away in the blowing with the wind as vapor.</ab></div>,157v
"of the claw, &amp; mold as a separate piece. Reheat &amp; open your",157v
"transparently, so as not to cover the lines of the work.</ab>",158v
this reason do not give it as thick a gate. It suffices for the gate,158v
"does not sour &amp; crack as <m>lead</m> often does,",159r
"other flowers thus, as is said, namely, whole-mold flowers, &amp; all",159v
"possible, one as thick<del>ness</del> as the other, in order that they",159v
"possible, one as thick<del>ness</del> as the other, in order that they",159v
"<pl>Spain</pl></m>, which is hard in <m>stone</m>, as is that which",159v
"water</m>, as when you have molded some <m>wax</m> that you fear would",159v
constricts them &amp; reduces them as if massed together. Take heed,160r
<m>water</m> as if you were beating <m>glair of egg</m>.</ab>,160r
"navigation of the <pl>Portuguese</pl> was not newly invented by them, as",162r
<ab>As <pro>small peddlers</pro> lay open small wares in order to buy,162r
"bones or scales, which do not reduce into powder but rather remain as",162v
<tl><m>feather</m> quill</tl> during molding to use as a gate. This is why one,162v
"the other. And leave it to dry. Next, trace again as before until the",163r
"the others, prepared as said, and finely ground &amp; rendered very hot,",163v
"comes out better. I molded some as neat as the principal,<comment rid=""c_137r_03""/> such as a",164r
"comes out better. I molded some as neat as the principal,<comment rid=""c_137r_03""/> such as a",164r
"comes out better. I molded some as neat as the principal,<comment rid=""c_137r_03""/> such as a",164r
"mixed with it, as it should be, it withstands it. It is recognized to be",164v
"but leave them to become lukewarm near the fire, &amp; <sn>when they are still of such a heat as you have noticed before by putting",164v
"<m>water</m>, it will dry out &amp; you will have as much trouble",165r
grinding it as before. <del><add><fr>La</fr></add></del></ab>,165r
"<del><fr>u</fr></del> as soon as you can, because when kept a <tmp>long time</tmp>,",165v
"<del><fr>u</fr></del> as soon as you can, because when kept a <tmp>long time</tmp>,",165v
"complain, as they did to <pn>N. the",166r
As the <al>hen</al> carefully searches the garbage thrown out of a,166r
publish them for those who do not know them; so that as the,166r
"<pl>Greeks</pl>, as <pn>Cicero</pn><comment rid=""c_166r_14""/>",166r
&amp; not as brittle &amp; dry as the other <m>rosin</m>. They also,166v
&amp; not as brittle &amp; dry as the other <m>rosin</m>. They also,166v
"<del><fr>q</fr></del> made with three claws at the end</tl>, as you see",167v
"is of a good alloy, one can give fire by <bp>hand</bp> just as one does",168r
<m>metal</m> would mold as neatly &amp; would not receive. Or else they,169v
"<ab>You need to first mold it with some <m>plaster</m>, as said",169v
"<del><fr>b</fr></del><comment rid=""c_169v_01""/> model it as you fancy. And then you will model",169v
this one will always serve you well for making as many hollow forms as you,169v
this one will always serve you well for making as many hollow forms as you,169v
"<m>black wax mixed with sulfur</m>, as is said, because it leaves",169v
"very neat hollow form. Shape next the hollow <m>wax</m> form in a square shape, as",169v
will render in <m>silver</m> or such <m>metal</m> as pleases you,169v
"As you have molded with <m>plaster</m> &amp; <m>wax</m> one half, you",169v
"strikes on <tl>matrices</tl>, not reddened in fire, as some think, but",170r
"<ab>They have also received, as part of the revenue of the <tmp>year</tmp> fifteen",170v
"your need, boil them in <m>vinegar</m> and use as above.</ab>",170v
